глагол,общая_частота
obigrati,4
uterivati,4
kumiti,4
iskamčiti,4
raščerečiti,4
pomutiti,4
rastrčati,4
ušunjati,4
zatrpavati,4
preživati,4
moratati,4
reknuti,4
dohakati,4
obigravati,4
ljubomorno,4
okrepiti,4
pokisati,4
počastiti,4
veslati,4
podudarati,4
popisati,4
tapkati,4
obeshrabriti,4
splasnuti,4
opštiti,4
zavoljeti,4
zakupiti,4
prekratiti,4
sukobljavati,4
zarezivati,4
nula-nuti,4
manž,4
priklanjati,4
dogoniti,4
ponižavati,4
ubrati,4
izrađivati,4
špacirati,4
svakojako,4
pogostiti,4
skriti,4
ustručavati,4
oduvijek,4
čaršilije,4
proširivati,4
bdjeti,4
podlegati,4
poklopiti,4
kaljati,4
otpremati,4
poturčiti,4
granuti,4
saseći,4
razdrešiti,4
isterivati,4
stadositi,4
odizati,4
potkopavati,4
iskorišćavati,4
zagaditi,4
zaduživati,4
pleviti,4
nadoći,4
raspasati,4
niukoliko,4
nadbijati,4
omogućivati,4
naskočiti,4
skrovito,4
odsecati,4
sagoreti,4
zaražavati,4
niknuti,4
najprije,4
posuvratiti,4
određeno,4
proreći,4
svjetovati,4
dotrajati,4
ponići,4
odbolovati,4
usko,4
opojati,4
usloviti,4
odeliti,4
krotiti,4
izdići,4
sporazumno,4
sagarati,4
rvu,4
srkati,4
pregoniti,4
uštedjeti,4
dozrevati,4
minirati,4
ljubopitljivo,4
izroditi,4
ujednačiti,4
plamtjeti,4
rastočiti,4
ispaštati,4
ubledeti,4
zatreti,4
bježati,4
preudati,4
prigrnuti,4
izleći,4
kinuti,4
uazbučiti,4
dopola,4
umočiti,4
smrdjeti,4
prvobitno,4
opevati,4
glazbati,4
odustajati,4
usvajati,4
rasvetliti,4
dosegnuti,4
potsetiti,4
prebledeti,4
zvižduti,4
malaksati,4
dan-danas,4
reagovati,4
jedno,4
cimnuti,4
konkretno,4
prikočiti,4
zezati,4
zvučno,4
dezertirati,4
opterećivati,4
napuderisati,4
negirati,4
formirati,4
truckati,4
šmugan,4
prilezati,4
otstupiti,4
trpati,4
srdito,4
otsečno,4
razrogačiti,4
rasuđivati,4
ispitivački,4
izleti,4
izjuriti,4
oklopiti,4
zagrmiti,4
odguran,4
priletjeti,4
aplaudirati,4
zagrcnuti,4
zatreptati,4
prodahtati,4
monotono,4
zvašiti,4
preplašeno,4
napokon,4
raskrinkati,4
jorgovati,4
dobovati,4
blebetati,4
mešiti,4
popisivati,4
zaimati,4
povazdati,4
rvati,4
postizavati,4
zlo,4
otiskivati,4
ustrojiti,4
doliti,4
svaki,4
zajednički,4
pasati,4
mititi,4
odgoniti,4
vrzati,4
titrati,4
snovati,4
begovati,4
telati,4
crkiti,4
ugrožavati,4
ošišati,4
zagrmeti,4
otežući,4
zamlatarati,4
prekardašiti,4
ušiti,4
zavrtiti,4
prestaviti,4
raskrečiti,4
slepiti,4
jevtino,4
napeto,4
izdirati,4
požuteti,4
feldmaršati,4
angažovati,4
predstojati,4
uvenuti,4
zjapiti,4
nećkati,4
izviriti,4
opuštati,4
krčkati,4
izanđati,4
precrtati,4
njuškati,4
prorediti,4
proizvesti,4
izuzeti,4
rzati,4
sramno,4
cvrčati,4
rasplamsati,4
brzati,4
gucnuti,4
odvojeno,4
utuviti,4
plamšati,4
istovariti,4
prisniti,4
načuljiti,4
sprati,4
bezglasno,4
uzdići,4
bezuslovno,4
zviždukati,4
razvoditi,4
prerušiti,4
razjedati,4
preurediti,4
bedno,4
začviti,4
automatski,4
razmeštati,4
uspentrati,4
omeđiti,4
zadenuti,4
malakšavati,4
beleti,4
prekaliti,4
zasvetliti,4
pomoriti,4
podšišati,4
podbočiti,4
upecati,4
smučiti,4
lumpovati,4
stapati,4
raspaljivati,4
usaditi,4
započinjati,4
poželiti,4
nišiti,4
rasterivati,4
minuti,4
zbijati,4
rašejati,4
unezvereno,4
razdvajati,4
magliti,4
omršati,4
presvisnuti,4
povlađivati,4
naseći,4
posvedočiti,4
žeći,4
klisnuti,4
vrveti,4
ispirati,4
približno,4
tečno,4
nerazdvojno,4
dosledno,4
dremuckati,4
podvriskivati,4
umnogome,4
nagomilati,4
sezati,4
podivljati,4
koščati,4
nesmetano,4
raznežiti,4
zgaziti,4
iskidati,4
počupati,4
izlizati,4
raspredati,4
bezdušno,4
površno,4
strelovito,4
odisati,4
otrezniti,4
dosuditi,4
ponijeti,4
podvrgavati,4
dan-dva,4
prolamati,4
izopačiti,4
ulagivati,4
uvežbati,4
osvedočiti,4
obedovati,4
obnažiti,4
priviknuti,4
otkidati,4
oblikovati,4
mije,4
zamesiti,4
nasleđivati,4
spati,4
zavlačiti,4
mimoilaziti,4
zanemariti,4
pohađati,4
nagora,4
podrediti,4
ugovoriti,4
dodadati,4
procvetati,4
sledovati,4
traćiti,4
štati,4
unakrst,4
prošarati,4
razljutiti,4
utroje,4
izvikati,4
oblivati,4
dopisati,4
nepravedno,4
uzdrmati,4
razgrnuti,4
razgrabiti,4
zaškiljiti,4
šeretski,4
poskidati,4
doletati,4
zaglibiti,4
naježiti,4
pohrliti,4
napričati,4
teretiti,4
prisno,4
sistematski,4
šunjati,4
nateći,4
maltene,4
kucnuti,4
pakovati,4
uvaliti,4
ožedneti,4
direktno,4
odraditi,4
razmotriti,4
sevnuti,4
uslovno,4
jačati,4
poletati,4
lažno,4
zaprositi,4
dirigovati,4
popločati,4
usamljeno,4
samouvereno,4
napregnuti,4
vaspitati,4
natući,4
prožimati,4
pritezati,4
odvoziti,4
pribiti,4
cupkati,4
potapšati,4
lepezasto,4
dospevati,4
nagurati,4
prišiti,4
pozadi,4
lelujati,4
otkazati,4
otaj,4
došaptavati,4
načičkati,4
otkopčati,4
uverisati,4
bušiti,4
zadočnjavati,4
uđošiti,4
burno,4
onemogućiti,4
gostoljubivo,4
obnarodovati,4
logično,4
uvidjeti,4
fijukati,4
nagoreti,4
zapetljati,4
bespomoćno,4
prosuđivati,4
uzbuniti,4
preterati,4
sletati,4
napeti,4
zastirati,4
klicati,4
jamačno,4
protnuti,4
uzati,4
kaditi,4
proizvoljno,4
prekosutra,4
umereno,4
nagrizati,4
poniziti,4
očarati,4
prosuditi,4
paralelno,4
oblizivati,4
zašiti,4
peniti,4
prestrašiti,4
naglašavati,4
natmuriti,4
umiljato,4
usrećiti,4
zapadati,4
ubuđati,4
izviti,4
doturiti,4
gadno,4
marširati,4
dovoziti,4
pregrađivati,4
radoznao,4
galantno,4
stašiti,4
mutno,4
osmeliti,4
iskušavati,4
utrošiti,4
grozno,4
uplatiti,4
pomaći,4
tromo,4
ispravno,4
odvrnuti,4
izmusti,4
udubiti,4
zahvalno,4
natuštiti,4
dogurati,4
zapomagati,4
žalostiti,4
rezimirati,4
tresuti,4
prebiti,4
neustrašivo,4
poplašiti,4
švrljati,4
izmoliti,4
dremnuti,4
omaknuti,4
prekorevati,4
razumno,4
putem,4
odspavati,4
obitavati,4
ureći,4
proživjeti,4
ludovati,4
skladno,4
svrstavati,4
iznemogati,4
sakatiti,4
useljavati,4
zepsti,4
mumlati,4
stražariti,4
zabijati,4
drmati,4
namaći,4
prostiti,4
prisvojiti,4
sužavati,4
vaskrsavati,4
važno,4
zareći,4
izučiti,4
izmetnuti,4
neumitno,4
nagristi,4
posediti,4
zaplesti,4
uhraniti,4
iskorišćivati,4
zadobiti,4
zaglušivati,4
izgladiti,4
navijati,4
prebroditi,4
poodavno,4
neizbežno,4
praktično,4
odricati,4
prikupljati,4
zagristi,4
halapljivo,4
oćutao,4
osetisati,4
zaustavisati,4
naspelo,4
narugati,4
ispsovati,4
izbrbljati,4
klevetati,4
odsutno,4
dosuti,4
pariti,4
otpoći,4
zbližavati,4
ograđivati,4
izujedati,4
istraživati,4
ukvasiti,4
rasprodati,4
opčiniti,4
odgajiti,4
ukrug,4
cerekati,4
zagladiti,4
previti,4
uzavreti,4
isparavati,4
razrađivati,4
podviknuti,4
opkladiti,4
shodno,4
ophoditi,4
životariti,4
koliko-toliko,4
poškropiti,4
pobeleti,4
rastvarati,4
crpsti,3
milomiti,3
krkljati,3
drhturiti,3
iskotrljati,3
mogaditi,3
napabirčiti,3
večeravati,3
ostrići,3
brižno,3
raščešljati,3
prebivati,3
zucnuti,3
sporečkati,3
falsifikovati,3
razraditi,3
izostavljati,3
bodro,3
obučiti,3
ulagivački,3
plesati,3
naprasno,3
iskobeljati,3
drugovati,3
optočiti,3
odzvižditi,3
galopirati,3
zaredom,3
trabunjati,3
zamucati,3
umeriti,3
prostresti,3
čiti,3
prebrajati,3
šćućuriti,3
osiguravati,3
masirati,3
isprsiti,3
premlatiti,3
galamiti,3
srnuti,3
prokljuviti,3
rikati,3
blagosiljati,3
bučiti,3
umetnuti,3
pržiti,3
potkopati,3
vruće,3
izneveravati,3
smejuljiti,3
oslušneti,3
nalevo,3
trčkati,3
pocupkivati,3
rasporiti,3
sukati,3
šokirati,3
zamagliti,3
ozdovo,3
carovati,3
kijati,3
sneti,3
grgoljiti,3
kombinovati,3
unaprediti,3
komentarisati,3
istresati,3
isplivavati,3
obrastati,3
pokvasiti,3
plačljivo,3
udovoljiti,3
omotati,3
izmahivati,3
razbuktavati,3
jenjati,3
preovladati,3
prislanjati,3
zlopatiti,3
ispripovedati,3
definitivno,3
psihički,3
ožalostiti,3
prijetiti,3
podnimiti,3
šatro,3
tanko,3
trezno,3
posrčati,3
bijahati,3
tancovati,3
sjedati,3
izdignuti,3
pridremati,3
razmicati,3
razuveriti,3
uzvisiti,3
zamicati,3
rasejano,3
uminuti,3
nezdravo,3
batinati,3
priticati,3
otkupljivati,3
silovito,3
zableštiti,3
zagoreti,3
nagonski,3
odvaljivati,3
prikrati,3
nabusito,3
razgolititi,3
uglaviti,3
bogoraditi,3
zatalasati,3
naveliko,3
odsedati,3
timariti,3
oduševljeno,3
upropasćivati,3
zapeniti,3
zaptiti,3
naslagati,3
odolevati,3
srasti,3
požudno,3
nagovesti,3
otplasnuti,3
naslanjati,3
okititi,3
otupiti,3
srazmerno,3
poreći,3
zaptivati,3
odgonetati,3
pridobiti,3
nesmotreno,3
provetravati,3
doveka,3
sipiti,3
dolje,3
neuredno,3
prilagođavati,3
kameniti,3
premerati,3
izostajati,3
čohati,3
kopneti,3
uhodati,3
kunjati,3
nehatno,3
optrčavati,3
previrati,3
omrknuti,3
popadati,3
zaluđivati,3
karati,3
razumjeti,3
igde,3
mučki,3
projasati,3
tronuti,3
logorovati,3
neiskreno,3
prizivati,3
osetno,3
zamraćivati,3
ponirati,3
krivudati,3
odmetnuti,3
beznadno,3
nanizati,3
mračiti,3
prebeći,3
tesati,3
preboleti,3
ućutkavati,3
rasklapati,3
zapajati,3
krvavo,3
prigledati,3
naoblačiti,3
zaratiti,3
ponestati,3
proždreti,3
ugasnuti,3
otkopati,3
tetovirati,3
odsanjati,3
koričiti,3
smetnuti,3
proputovati,3
nići,3
uočavati,3
odgristi,3
iscuriti,3
ravnati,3
navršavati,3
privoleti,3
izuvati,3
smrzati,3
izostaviti,3
istanjiti,3
najpra,3
vidati,3
pobednički,3
navešćivati,3
pljuštati,3
zadočneti,3
naimenovati,3
mangati,3
umesiti,3
sačekivati,3
ovaplotiti,3
zasužniti,3
odnegovati,3
zapanjeno,3
ogrešiti,3
otkočiti,3
nasukati,3
presrećati,3
počesti,3
obistinjivati,3
mina,3
čulo,3
novpost,3
olistati,3
peckati,3
nabaciti,3
natucati,3
neopisano,3
odgađati,3
zaredati,3
bekrijati,3
drhtaviti,3
zafijukati,3
naličiti,3
zakukati,3
također,3
prikleštiti,3
preslišati,3
izrazito,3
razdraživati,3
presti,3
srljati,3
ispipkati,3
zapodeti,3
medati,3
zalečiti,3
zaoriti,3
protivurečiti,3
povečerati,3
postrojavati,3
mamuzati,3
pomamno,3
mogudati,3
rašta,3
proveseliti,3
pokapati,3
dobrodušno,3
četiristohiljaditi,3
totalno,3
normalno,3
beznadežno,3
kvasiti,3
čutati,3
simulirati,3
nabacivati,3
koketirati,3
zakopčavati,3
začuđujuće,3
pijančiti,3
pohraniti,3
zapakovati,3
gospsfo,3
prenuhti,3
kliberiti,3
trijumfalno,3
komotno,3
mobilisati,3
puci,3
opeći,3
izmlatiti,3
zašištati,3
nabosti,3
momčiti,3
zasiktati,3
politički,3
stražarno,3
pripijati,3
proglašavati,3
pretstavljati,3
proderati,3
obasušiti,3
potvrdno,3
priređivati,3
iskretati,3
besciljno,3
okrivljivati,3
počistiti,3
prigovoriti,3
otisati,3
prignečiti,3
uletjeti,3
mileti,3
izmoriti,3
snežno,3
rizikovati,3
rominjati,3
poubijati,3
akiti,3
udvoje,3
okrugati,3
pretstaviti,3
zapistati,3
ulitati,3
prebledjeti,3
tragično,3
podbunjivati,3
hegemoniti,3
govorati,3
promrsiti,3
hegemon,3
suludo,3
napršati,3
brundati,3
trći,3
pljuckati,3
fantastično,3
zamjaukati,3
zvrjiti,3
smicati,3
poprimiti,3
spajah,3
bejašati,3
čkiljiti,3
sugerisati,3
utanjiti,3
otariti,3
bolesno,3
neopozivo,3
buđati,3
zubati,3
utreti,3
vaspostaviti,3
zakačinjati,3
krupnjati,3
maršivati,3
mršaviti,3
zadevojčiti,3
sunovratiti,3
napršov,3
unovčiti,3
zbrinuti,3
domišljati,3
nasledno,3
posvetliti,3
dotrajavati,3
otresiti,3
nadmetati,3
omraziti,3
precenjivati,3
nezadržljivo,3
ušuškati,3
ceremoniozno,3
liječiti,3
zalagati,3
dozreti,3
poravnjavati,3
razmeniti,3
zadubiti,3
ustrčati,3
uvredljivo,3
upokojiti,3
zakovrnuti,3
odasvud,3
bestidno,3
gizdavo,3
obrecnuti,3
utrapiti,3
ucmekati,3
bosti,3
bešumno,3
pentrati,3
nakisati,3
podrigivati,3
oglodati,3
okrnjiti,3
pobacati,3
pljuskati,3
emitovati,3
postanuti,3
genijalno,3
pročišćavati,3
pogoršavati,3
crkavati,3
tamaniti,3
montirati,3
promuvati,3
projektovati,3
zloslutno,3
temeljno,3
prebirati,3
rečito,3
imakati,3
divljački,3
ocrtati,3
omršaviti,3
neobuzdano,3
delati,3
rascvetati,3
ukusno,3
kašljucati,3
dorekati,3
zažmiriti,3
krzno,3
čerečiti,3
društveno,3
svrbeti,3
naočigled,3
ubrajati,3
otrpeti,3
skapati,3
obletati,3
odštampati,3
unesrećiti,3
zapucketati,3
ustreliti,3
natrapati,3
prokleto,3
utisnuti,3
tesno,3
prepravljati,3
uzvodno,3
čeprkati,3
poplaviti,3
olinjati,3
istegnuti,3
začešljati,3
dokotrljati,3
skljokati,3
blagotvorno,3
živahnuti,3
kritički,3
naduvati,3
počuti,3
mahnitati,3
otpuštati,3
jauknuti,3
uslovljavati,3
aktivno,3
sunčati,3
danima,3
zaceliti,3
prerađivati,3
utoliti,3
odmotati,3
priželjkivati,3
raspremiti,3
neosporno,3
preživljivati,3
donde,3
naivno,3
kartati,3
prikrasti,3
poučavati,3
on,3
saletati,3
gadati,3
skidošiti,3
zalud,3
usitniti,3
okanuti,3
ugostiti,3
kako-tako,3
saglasiti,3
preležati,3
kroz,3
uprljati,3
poduprijeti,3
skapavati,3
namaknuti,3
otpočeš,3
presušiti,3
pomračiti,3
tlačiti,3
potkivati,3
razoružavati,3
zaturiti,3
žuto,3
istruleti,3
iščačkati,3
šumeti,3
zamesti,3
krečiti,3
briznuti,3
odjedanput,3
razmetati,3
isprebijati,3
spominjati,3
pritvoriti,3
naprsti,3
opoganiti,3
dovlačiti,3
analizirati,3
trijumfovati,3
razdražiti,3
prezreti,3
oličavati,3
sediniti,3
prštati,3
uzbrdo,3
izdisati,3
zbacivati,3
razgoropaditi,3
razmenjivati,3
mogućno,3
uprtiti,3
zaleteti,3
pridodati,3
priključiti,3
cimati,3
beknuti,3
preokrenuti,3
uploviti,3
zaceljivati,3
izučavati,3
žuljiti,3
truliti,3
požeti,3
nezainteresovano,3
prohodati,3
odlutati,3
izdeliti,3
dostignuti,3
progledati,3
snevati,3
kretošiti,3
razmotati,3
razjapiti,3
lakati,3
prolepšati,3
gnušati,3
uroniti,3
opametiti,3
upirati,3
presuditi,3
ušetati,3
ujesen,3
ostalo,3
tarati,3
privati,3
rašaniti,3
izvidati,3
primiriti,3
pretresti,3
levati,3
potrbuške,3
kretosmiti,3
učestati,3
nekažnjeno,3
terorisati,3
pridobijati,3
izjednačivati,3
raskidati,3
vanredno,3
započiti,3
prežaliti,3
podstaći,3
blisko,3
leti,3
strašiti,3
dočuti,3
odobrovoljiti,3
zloupotrebiti,3
sablažnjavati,3
omirisati,3
prizvati,3
čunjati,3
sedosmiti,3
rđati,3
kasati,3
kružno,3
prišivati,3
zabraditi,3
vabiti,3
probušiti,3
otrpiti,3
blagoizvoleti,3
ispipati,3
zlopamtiti,3
nepristojno,3
napasati,3
bacakati,3
zverati,3
nadahnuti,3
izgubisati,3
usplamteti,3
razleći,3
utihnuti,3
zanemogati,3
zečjiti,3
dokonati,3
pojahati,3
ogoliti,3
bezbedno,3
kliknuti,3
uzverati,3
poigrati,3
osporiti,3
kljuvati,3
stigositi,3
razgaliti,3
stisliti,3
zazvečati,3
isploviti,3
plahovito,3
pretendovati,3
proletos,3
slikovito,3
ovlaš,3
nepravilno,3
ovekovečiti,3
namakati,3
kritikovati,3
pretući,3
pobuditi,3
izvajati,3
dresirati,3
iznajmljivati,3
pozabaviti,3
bledo,3
blijedo,3
jadati,3
svejednako,3
poderati,3
narezati,3
krvariti,3
više-manje,3
naručivati,3
letimično,3
preoteti,3
kaliti,3
osloviti,3
izdevetati,3
dovršavati,3
rekvirirati,3
uzjahivati,3
prosvirati,3
razletjeti,3
igda,3
prenemagati,3
navisati,3
tobož,3
strmoglavljivati,3
nelagodno,3
stiskati,3
prehraniti,3
vragolasto,3
zavrnuti,3
otpljunuti,3
napinjati,3
okriviti,3
sprovoditi,3
čupkati,3
otuđiti,3
iscrpiti,3
promešati,3
zaglušno,3
neshvatljivo,3
premazivati,3
krckati,3
prikucati,3
smrzavati,3
kiselo,3
probadati,3
groktati,3
zagraditi,3
tandrčati,3
natrljati,3
uvrstiti,3
privoditi,3
nadvičiti,3
blještati,3
besmisleno,3
više,3
ustezati,3
formalno,3
naletjeti,3
udubljivati,3
potapati,3
preksinoć,3
trubiti,3
mezeti,3
promeškoljiti,3
izbisati,3
zamazivati,3
vijugati,3
nezvanično,3
siktati,3
doletjeti,3
urlikati,3
provozati,3
zašuti,3
odrano,3
proanalizirati,3
prikradati,3
šikljati,3
saosećati,3
razdirati,3
trupkati,3
razbarušiti,3
odsedeti,3
pomahnitati,3
trgošiti,3
umekšati,3
đipiti,3
ćudljivo,3
pirkati,3
pečati,3
istrunuti,3
izbočiti,3
zabrinjavati,3
rastezati,3
duševno,3
oronuti,3
negdje,3
overiti,3
odviknuti,3
zasukati,3
začeti,3
ogladneti,3
ćaskati,3
glodati,3
nasumce,3
mjaukati,3
majati,3
kućiti,3
raspremati,3
razmahati,3
uokvirivati,3
rascepiti,3
rasplinuti,3
pribegavati,3
uvrebati,3
zaroniti,3
zakoljiti,3
račvati,3
sačiniti,3
voletati,3
imalo,3
podgurkivati,3
nehoticati,3
nakraj,3
borati,3
vazdan,3
osiliti,3
nestašno,3
potirati,3
belo,3
bezglavo,3
uzdržljivo,3
razagnati,3
štešnjavati,3
pustošiti,3
pedantno,3
smrviti,3
izbavljati,3
preobući,3
samovoljno,3
protivrečiti,3
podmetati,3
neviđeno,3
natočiti,3
sviknuti,3
sumorno,2
napretek,2
izgristi,2
osgo,2
domašati,2
zabrzati,2
stremiti,2
rastresati,2
poumiti,2
uslužno,2
zašaputati,2
izgarati,2
simetrično,2
sakloniti,2
odapeti,2
nadaditi,2
rukopoložiti,2
opsesti,2
omeračiti,2
masovno,2
podrezivati,2
popaditi,2
dijametralno,2
iščiliti,2
ovajditi,2
ušeprtljati,2
zažditi,2
koješta,2
odrapiti,2
uzmoći,2
tuliti,2
odgoditi,2
isplesti,2
fabrikovati,2
uzjoguniti,2
prekrasno,2
graknuti,2
zastiditi,2
stropoštavati,2
mestimično,2
osinuti,2
nadvojiti,2
sočno,2
preovlađivati,2
blistavo,2
mlitavo,2
nameriti,2
začinjavati,2
rogušiti,2
doprinositi,2
pročistiti,2
natrčati,2
meketati,2
podstaknuti,2
propeti,2
odmaglje,2
sanjivo,2
uljuljkivati,2
šegačiti,2
predsedavajući,2
obrati,2
uzvitlati,2
zamonašiti,2
mrcvariti,2
podriti,2
ljuto,2
zamišljeno,2
kiseliti,2
testerisati,2
okrznuti,2
oglušiti,2
obilovati,2
isušiti,2
negativno,2
akrobati,2
funkcionisati,2
osediti,2
servirati,2
licitirati,2
ponaosob,2
pročeprkati,2
temeljito,2
odbleskivati,2
navečer,2
prosečno,2
premazati,2
cmakati,2
krnjiti,2
potčinjavati,2
samozadovoljno,2
povica,2
uzev,2
rastvoriti,2
skresati,2
posramiti,2
štedjeti,2
pripovedati,2
zabašuriti,2
zacariti,2
raskraviti,2
kô,2
merkati,2
podrugnuti,2
polakomiti,2
pobrljaviti,2
šareniti,2
potpomognuti,2
uprostiti,2
prišunjati,2
liferovati,2
zakreštati,2
većma,2
ogluveti,2
zaždeti,2
prisiljavati,2
raspraviti,2
skicirati,2
proboraviti,2
libiti,2
zaprljati,2
izračunavati,2
oživljivati,2
pokupovati,2
preprodavati,2
namreškati,2
živovati,2
zamandaljivati,2
ciglo,2
razvaljivati,2
ritmički,2
hrliti,2
smesta,2
urazumljivati,2
sterati,2
razmaknuti,2
saobrazno,2
đipati,2
nakvasiti,2
prikucavati,2
zakašnjavati,2
tutkati,2
proizaći,2
ispetljati,2
zagolicati,2
umastiti,2
krvno,2
zavratiti,2
ćoraviti,2
praktički,2
čoraviti,2
dočarati,2
iskititi,2
zagrabiti,2
zagnjurivati,2
dosećati,2
izvirivati,2
isplanirati,2
veličanstveno,2
neveselo,2
nacediti,2
isprodavati,2
umiljavati,2
aljkavo,2
pridaviti,2
umetnički,2
raspolutiti,2
poblesaviti,2
razdragati,2
očvrsnuti,2
kresati,2
raskomadati,2
umrljati,2
orijentisati,2
rastresti,2
pretopiti,2
potrzati,2
žiti,2
ije,2
valjano,2
suzdržavati,2
lo,2
otkopčavati,2
matiti,2
ugađati,2
srozati,2
kričati,2
podavati,2
zgodno,2
ovamo-onati,2
darovito,2
upečatljivo,2
urasti,2
miješati,2
dvoriti,2
oguliti,2
naprijed,2
dostiti,2
razgrtati,2
uzmahivati,2
visok,2
ostudeniti,2
lijevo,2
ti-ridati,2
precvetati,2
ozidati,2
nerazmrsivo,2
gnezdti,2
rve,2
tamnovati,2
sakati,2
akšati,2
ispreplesti,2
okisati,2
deljati,2
prelamati,2
dogledati,2
globiti,2
isprovaljivati,2
kraćati,2
sračunavati,2
samosvesno,2
udiviti,2
unižavati,2
dodvoriti,2
ispraskati,2
neopaženo,2
kratiti,2
razmrsiti,2
prinesoi,2
povraćati,2
oduhnuti,2
zagasito,2
ukovati,2
nabadati,2
hladneti,2
podaduti,2
ispršiti,2
zaricati,2
češkati,2
krivati,2
najposlije,2
prkositi,2
odlivati,2
izdevati,2
išibati,2
nahodati,2
naslušati,2
utabati,2
presahnuti,2
ogresti,2
gnezditi,2
priženiti,2
razdužiti,2
greznuti,2
hodžati,2
doplaviti,2
naticati,2
saprati,2
užljebiti,2
nemiti,2
otaliti,2
saučesno,2
otrati,2
okaditi,2
osveštati,2
uglačati,2
spuznuti,2
nabreknuti,2
poudati,2
obeshrabrivati,2
okrilatiti,2
zarati,2
otančati,2
tronuto,2
neuvijeno,2
sažalno,2
potržati,2
zaglavljivati,2
crpeti,2
razbeći,2
izumreti,2
oštetisati,2
trunuti,2
nakrivo,2
zablesnuti,2
obelodaniti,2
mučenički,2
pređosti,2
ustalisati,2
načuti,2
svetkovati,2
uzmuti,2
hujiti,2
čedno,2
nepropisno,2
nasmejano,2
nadmudrivati,2
podređivati,2
zimovati,2
hajdukovati,2
ojaditi,2
rasplitati,2
otpisati,2
đe,2
đavolski,2
zagovarati,2
polupati,2
zagasiti,2
tobožiti,2
ogrijati,2
krilati,2
pobjeći,2
podgovoriti,2
dušmanski,2
izjesti,2
džaba,2
izdobriti,2
dijeliti,2
vozati,2
zagrajati,2
unaprijed,2
pohlepno,2
odmerati,2
naprečac,2
snažiti,2
izoštriti,2
rješavati,2
pravno,2
mijenjati,2
prenušiti,2
pomrsiti,2
uvjeravati,2
zauvijek,2
nesrazmjerno,2
zaluditi,2
ukaljati,2
poudavati,2
svojski,2
positi,2
valati,2
okopavati,2
trebiti,2
granati,2
rastrzati,2
prećutno,2
preobražavati,2
kruto,2
natrpati,2
obređivati,2
opkoračivati,2
izigrati,2
zagonetno,2
razgaljivati,2
ukarariti,2
publikovati,2
ucrtati,2
polemisati,2
rekonstruisati,2
laćati,2
olabaviti,2
okajati,2
istodobno,2
vojnički,2
dodeljivati,2
hitnuti,2
odjezditi,2
zapečati,2
zanemoziti,2
odstojati,2
zasejati,2
naravniti,2
izljubiti,2
istrezniti,2
štogod,2
zaklapati,2
primisati,2
probirati,2
mastiti,2
ravnopravno,2
udvoriti,2
poništiti,2
sit,2
osvanjivati,2
utrkivati,2
pohvalno,2
oćelaviti,2
pazariti,2
zazorjeti,2
posejati,2
ispiliti,2
sklupčati,2
pripustiti,2
zadevati,2
raskopati,2
izgnati,2
skoturati,2
nadletati,2
imenovati,2
strunati,2
zaridati,2
potplaćivati,2
udruživati,2
rasploditi,2
prečiti,2
ulučiti,2
drešati,2
doktorirati,2
rasanjivati,2
beliti,2
poganiti,2
otcepiti,2
preraditi,2
simbolisati,2
zagorčati,2
daždeti,2
klesati,2
stopiti,2
praktikovati,2
južno,2
arečitati,2
šiljati,2
nabirati,2
pribisati,2
linjati,2
srestati,2
svidjeti,2
zdrobiti,2
pastiti,2
ništa,2
podmićivati,2
diplomirati,2
ustrebati,2
kovrdžati,2
obručiti,2
utažiti,2
ispljuvati,2
razvideti,2
paviti,2
stadosmiti,2
oplakivati,2
drugde,2
priopštiti,2
pretegnuti,2
niklovati,2
jedav,2
miran,2
smeo,2
zreti,2
sažeti,2
čula,2
docnija,2
stojeći,2
nepoštedno,2
pouzdati,2
novusti,2
razduvavati,2
maltretirati,2
olaziti,2
sanjariti,2
linuti,2
setisati,2
poumira,2
zrelo,2
ozlovoljiti,2
svagda,2
sažaljevati,2
naimati,2
posljeti,2
naglavačke,2
vali,2
takoreći,2
lenjo,2
ćušnuti,2
otmeno,2
umoliti,2
isprašiti,2
obučavati,2
pleniti,2
uklapati,2
utegnuti,2
ospodati,2
treskati,2
poludjeti,2
tajiti,2
islužiti,2
okupisati,2
stegati,2
buljati,2
iscepati,2
zbogati,2
navrat-nanos,2
redom,2
bejati,2
škiljiti,2
koprčnuti,2
mrgodno,2
nadoh,2
gromoglasno,2
sevnušiti,2
rositi,2
neštati,2
zauvar,2
udesetostručiti,2
izbezumljeno,2
razračunavati,2
sivati,2
vredati,2
vred,2
utakati,2
njuško,2
iznebuhati,2
naškrabati,2
nadigrati,2
baktati,2
razjuriti,2
opovrgnuti,2
uklonisati,2
nebitno,2
konsultovati,2
socijalno,2
kapirati,2
podrazumevati,2
konspirativno,2
koncentrisati,2
zatrudneti,2
primamljivo,2
kulturno,2
otklopiti,2
uživo,2
figurativno,2
asocirati,2
razbrbljati,2
miroljubivo,2
delikatno,2
odosmi,2
prostodušno,2
iznervirati,2
intimno,2
osmisliti,2
raspeti,2
zacrveneti,2
umilno,2
konverzirati,2
našati,2
adekvatno,2
došapnuti,2
žuteti,2
beć,2
trezveno,2
kitnjasto,2
crknuti,2
maglovito,2
zakočiti,2
pohranjivati,2
odbraviti,2
namirisati,2
otkasati,2
odličiti,2
unekoliko,2
skidoh,2
zavrtati,2
iti,2
izbrijeti,2
