infinitive_latin,frequency
prekorevati,1
pokvariti,1
brigati,1
fotografaćivati,1
nišiti,1
cimnuti,1
otresati,1
zamaskirati,1
poručiti,1
oladiti,1
kvasiti,1
razleći,1
razveseliti,1
otresito,1
zameziti,1
ispeći,1
zatrudneti,1
goreti,1
gorjeti,1
seugledati,1
strgnuti,1
meziti,1
okej,1
pristajati,1
kretati,1
uručiti,1
nazad,1
štrčati,1
prenuti,1
razbiti,1
mimo,1
pripaziti,1
opeglati,1
popmeti,1
iopustiti,1
zatrubiti,1
pdašiti,1
datati,1
otklopiti,1
odleteti,1
oblivati,1
nepodnošljivo,1
kucati,1
opipati,1
nateći,1
originalno,1
gadljivo,1
hospitalizovati,1
zadugo,1
tumarati,1
grebati,1
toaletati,1
iskriviti,1
dirati,1
počinkovati,1
fino,1
ponosno,1
detos,1
preprečiti,1
blesnuti,1
balansirati,1
prelistavati,1
pokucati,1
prirodno,1
izjutra,1
uživo,1
podvrnuti,1
zasvetliti,1
pregoreti,1
jebati,1
izbezumiti,1
premreti,1
oriti,1
emitovati,1
dnevno,1
prenositi,1
zaškripati,1
pomilovati,1
maziti,1
noverovati,1
skrnaviti,1
obraditi,1
prepoznavati,1
hipotetički,1
iznutra,1
zagiti,1
fascinirati,1
miščenkati,1
zabušavati,1
uklopiti,1
pokrenuti,1
izbrisati,1
grozno,1
manjeviše,1
živopisno,1
nikako,1
rutinski,1
iskapiti,1
nehotice,1
uticati,1
menm,1
raščešati,1
figurativno,1
ludački,1
iznuriti,1
rastati,1
pojuriti,1
ostariti,1
popuniti,1
nabaciti,1
ugojiti,1
potrčati,1
polirati,1
uveličavati,1
razboleti,1
istraživati,1
vdadati,1
otrovati,1
updašiti,1
raširidati,1
vibrirati,1
krasti,1
doviknuti,1
smrkla,1
razlivati,1
odsutno,1
sklopiti,1
odražavati,1
obuti,1
šaliti,1
naizmenično,1
nadmašiti,1
kamo,1
spasavati,1
obmanuti,1
prevazići,1
tečno,1
očajnički,1
odbaciti,1
dostojanstveno,1
druželjubivo,1
plećati,1
umereno,1
odrečno,1
odmahnuti,1
snabdeti,1
stupati,1
prikriti,1
odobravati,1
naginjati,1
mahati,1
posmrtno,1
rehabilitovati,1
uzrujati,1
raspadati,1
rušiti,1
temeljiti,1
podlo,1
zalupiti,1
škriputati,1
zujati,1
šmugnuti,1
spadati,1
banalizovati,1
procediti,1
klanjati,1
prestati,1
zakukati,1
ujesti,1
večerati,1
rasplamsati,1
međutim,1
zasluživati,1
nastajati,1
zaj,1
strogs,1
definisati,1
slikovito,1
vešati,1
iskompromitovati,1
progunđati,1
kriviti,1
istaći,1
odjeknuti,1
brežnjev,1
obećavati,1
ubuduće,1
servilno,1
odigrati,1
zlurado,1
licemerno,1
nadahnuti,1
obožavati,1
izjednačavati,1
nervozno,1
progoniti,1
prekovremeno,1
zabrljati,1
obasjati,1
podrediti,1
džabe,1
izleteti,1
mrko,1
sažaliti,1
zapaziti,1
značajno,1
prestizati,1
navoditi,1
ukloniti,1
nasloviti,1
intimno,1
zaploviti,1
izveštavati,1
osmisliti,1
usaglasiti,1
zbogiti,1
rezimirati,1
