infinitive_latin,frequency
neprekidno,1
otimati,1
truditi,1
upapred,1
osvojiti,1
prečač,1
podsetiti,1
razmotati,1
upotrebiti,1
priznavati,1
pokušati,1
pribegavati,1
beležiti,1
uvrebati,1
progovoriti,1
pokrstiti,1
lokati,1
razgovetno,1
ošinuti,1
prošaputati,1
puci,1
vodeno,1
zčak,1
zarastati,1
skuvati,1
uvući,1
napipati,1
prilepiti,1
saviti,1
gotovo,1
spomenuti,1
saopštiti,1
ukrug,1
supriladati,1
pribraniti,1
vezati,1
lratiti,1
nadokladiti,1
ianeti,1
točiti,1
stavrati,1
pomešati,1
gušiti,1
pokuljati,1
izdahnuti,1
sjajno,1
sejati,1
požeti,1
ženiti,1
dolivati,1
zacrveneti,1
iskeziti,1
oduvati,1
obrnuti,1
promašiti,1
promašivati,1
btkud,1
udostojiti,1
ukotviti,1
obuti,1
lumpovati,1
paliti,1
propasti,1
razbiti,1
dokopati,1
izbacisati,1
malo-pomalo,1
siguriti,1
nadboriti,1
prostiti,1
zaiskati,1
onomad,1
mukati,1
blejati,1
požaliti,1
sletati,1
uraditi,1
obećati,1
napisati,1
