word,frequency,comment
изгнати,2,не похоже на глагол
скотурати,2,не похоже на глагол
одлутати,2,не похоже на глагол
надлетати,2,не похоже на глагол
изделити,2,не похоже на глагол
одрицати,2,не похоже на глагол
обитавати,2,не похоже на глагол
именовати,2,не похоже на глагол
обиснути,2,не похоже на глагол
исковати,2,не похоже на глагол
струнати,2,не похоже на глагол
заридати,2,не похоже на глагол
достигнути,2,не похоже на глагол
потплаћивати,2,не похоже на глагол
прогледати,2,не похоже на глагол
сневати,2,не похоже на глагол
удруживати,2,не похоже на глагол
расплодити,2,не похоже на глагол
пречити,2,не похоже на глагол
улучити,2,не похоже на глагол
кретошити,2,не похоже на глагол
дрешати,2,не похоже на глагол
размотати,2,не похоже на глагол
разјапити,2,не похоже на глагол
докторирати,2,не похоже на глагол
лакати,2,не похоже на глагол
пролепшати,2,не похоже на глагол
наспавати,2,не похоже на глагол
гнушати,2,не похоже на глагол
расањивати,2,не похоже на глагол
белити,2,не похоже на глагол
уронити,2,не похоже на глагол
опаметити,2,не похоже на глагол
упирати,2,не похоже на глагол
поганити,2,не похоже на глагол
пресудити,2,не похоже на глагол
отцепити,2,не похоже на глагол
прикупљати,2,не похоже на глагол
прерадити,2,не похоже на глагол
симболисати,2,не похоже на глагол
ушетати,2,не похоже на глагол
кривити,2,не похоже на глагол
загорчати,2,не похоже на глагол
даждети,2,не похоже на глагол
клесати,2,не похоже на глагол
стопити,2,не похоже на глагол
практиковати,2,не похоже на глагол
загристи,2,не похоже на глагол
ујесен,2,не похоже на глагол
остало,2,не похоже на глагол
јужно,2,не похоже на глагол
тарати,2,не похоже на глагол
аречитати,2,не похоже на глагол
шиљати,2,не похоже на глагол
штавише,2,не похоже на глагол
набирати,2,не похоже на глагол
халапљиво,2,не похоже на глагол
привати,2,не похоже на глагол
рашанити,2,не похоже на глагол
прибисати,2,не похоже на глагол
запечатити,2,не похоже на глагол
лињати,2,не похоже на глагол
срестати,2,не похоже на глагол
свидјети,2,не похоже на глагол
сјурити,2,не похоже на глагол
проживјети,2,не похоже на глагол
здробити,2,не похоже на глагол
пастити,2,не похоже на глагол
ништа,2,не похоже на глагол
извидати,2,не похоже на глагол
подмићивати,2,не похоже на глагол
прекоревати,2,не похоже на глагол
дипломирати,2,не похоже на глагол
коракнути,2,не похоже на глагол
устребати,2,не похоже на глагол
примирити,2,не похоже на глагол
претрести,2,не похоже на глагол
коврџати,2,не похоже на глагол
левати,2,не похоже на глагол
тамно,2,не похоже на глагол
обручити,2,не похоже на глагол
утажити,2,не похоже на глагол
испљувати,2,не похоже на глагол
развидети,2,не похоже на глагол
павити,2,не похоже на глагол
заледити,2,не похоже на глагол
стадосмити,2,не похоже на глагол
потрбушке,2,не похоже на глагол
оплакивати,2,не похоже на глагол
оћутао,2,не похоже на глагол
кретосмити,2,не похоже на глагол
стигати,2,не похоже на глагол
другде,2,не похоже на глагол
учестати,2,не похоже на глагол
некажњено,2,не похоже на глагол
приопштити,2,не похоже на глагол
терорисати,2,не похоже на глагол
претегнути,2,не похоже на глагол
istodobno,2,не похоже на глагол
vojnički,2,не похоже на глагол
štogod,2,не похоже на глагол
ravnopravno,2,не похоже на глагол
sit,2,не похоже на глагол
pohvalno,2,не похоже на глагол
južno,2,не похоже на глагол
ništa,2,не похоже на глагол
drugde,2,не похоже на глагол
pronaćd,2,не похоже на глагол
mizerabl,2,не похоже на глагол
makako,2,не похоже на глагол
nigi,2,не похоже на глагол
iormalno,2,не похоже на глагол
mnogostruko,2,не похоже на глагол
madečno,2,не похоже на глагол
čink,2,не похоже на глагол
прежалити,2,не похоже на глагол
једав,2,не похоже на глагол
миран,2,не похоже на глагол
смео,2,не похоже на глагол
заустависати,2,не похоже на глагол
подстаћи,2,не похоже на глагол
зрети,2,не похоже на глагол
сажети,2,не похоже на глагол
чула,2,не похоже на глагол
доцнија,2,не похоже на глагол
стојећи,2,не похоже на глагол
непоштедно,2,не похоже на глагол
урећи,2,не похоже на глагол
поуздати,2,не похоже на глагол
блиско,2,не похоже на глагол
новусти,2,не похоже на глагол
jedav,2,не похоже на глагол
miran,2,не похоже на глагол
smeo,2,не похоже на глагол
čula,2,не похоже на глагол
docnija,2,не похоже на глагол
nepoštedno,2,не похоже на глагол
namrtvo,2,не похоже на глагол
osirotelo,2,не похоже на глагол
bogalj,2,не похоже на глагол
■,2,не похоже на глагол
bespogovorno,2,не похоже на глагол
siroče,2,не похоже на глагол
поумира,2,не похоже на глагол
зрело,2,не похоже на глагол
озловољити,2,не похоже на глагол
ruski,2,не похоже на глагол
свагда,2,не похоже на глагол
омирисати,2,не похоже на глагол
призвати,2,не похоже на глагол
сажаљевати,2,не похоже на глагол
седосмити,2,не похоже на глагол
tugaljivo,2,не похоже на глагол
рђати,2,не похоже на глагол
наимати,2,не похоже на глагол
посљети,2,не похоже на глагол
поносито,2,не похоже на глагол
smrknuto,2,не похоже на глагол
dostd,2,не похоже на глагол
svirepo,2,не похоже на глагол
вали,2,не похоже на глагол
упрети,2,не похоже на глагол
кружно,2,не похоже на глагол
гладовати,2,не похоже на глагол
dafno,2,не похоже на глагол
kakfa,2,не похоже на глагол
narafno,2,не похоже на глагол
topro,2,не похоже на глагол
predžeš,2,не похоже на глагол
црнети,2,не похоже на глагол
тртљати,2,не похоже на глагол
вабити,2,не похоже на глагол
lutalo,2,не похоже на глагол
отмено,2,не похоже на глагол
умолити,2,не похоже на глагол
neumesno,2,не похоже на глагол
наспело,2,не похоже на глагол
kat-kad,2,не похоже на глагол
пленити,2,не похоже на глагол
закољати,2,не похоже на глагол
испсовати,2,не похоже на глагол
закти,2,не похоже на глагол
избрбљати,2,не похоже на глагол
банути,2,не похоже на глагол
опколишити,2,не похоже на глагол
izričito,2,не похоже на глагол
потказивати,2,не похоже на глагол
утегнути,2,не похоже на глагол
glavood,2,не похоже на глагол
отржати,2,не похоже на глагол
причувати,2,не похоже на глагол
трескати,2,не похоже на глагол
речити,2,не похоже на глагол
ukome,2,не похоже на глагол
корити,2,не похоже на глагол
presudno,2,не похоже на глагол
тајити,2,не похоже на глагол
запажати,2,не похоже на глагол
исколачити,2,не похоже на глагол
svačeg,2,не похоже на глагол
je,2,не похоже на глагол
зверати,2,не похоже на глагол
позлити,2,не похоже на глагол
poustaja,2,не похоже на глагол
буљати,2,не похоже на глагол
збогити,2,не похоже на глагол
досути,2,не похоже на глагол
ihje,2,не похоже на глагол
utihle,2,не похоже на глагол
nekolik,2,не похоже на глагол
razleglo,2,не похоже на глагол
odvažno,2,не похоже на глагол
врисни,2,не похоже на глагол
užasnuto,2,не похоже на глагол
наврат-нанос,2,не похоже на глагол
зајечати,2,не похоже на глагол
занемогати,2,не похоже на глагол
зечјити,2,не похоже на глагол
парити,2,не похоже на глагол
спорити,2,не похоже на глагол
језиво,2,не похоже на глагол
доконати,2,не похоже на глагол
редом,2,не похоже на глагол
бејати,2,не похоже на глагол
шкиљити,2,не похоже на глагол
копрчнути,2,не похоже на глагол
надох,2,не похоже на глагол
svane,2,не похоже на глагол
нештати,2,не похоже на глагол
заувар,2,не похоже на глагол
разрачунавати,2,не похоже на глагол
zanelo,2,не похоже на глагол
вредати,2,не похоже на глагол
вред,2,не похоже на глагол
потпалити,2,не похоже на глагол
утакати,2,не похоже на глагол
samr,2,не похоже на глагол
поиграти,2,не похоже на глагол
оспорити,2,не похоже на глагол
неповерљиво,2,не похоже на глагол
изнебухати,2,не похоже на глагол
ćiji,2,не похоже на глагол
осетисати,2,не похоже на глагол
кадгод,2,не похоже на глагол
banuh,2,не похоже на глагол
надиграти,2,не похоже на глагол
ујединити,2,не похоже на глагол
отпоћи,2,не похоже на глагол
осорно,2,не похоже на глагол
zlikovački,2,не похоже на глагол
изливати,2,не похоже на глагол
rije,2,не похоже на глагол
otacje,2,не похоже на глагол
испливати,2,не похоже на глагол
dirnuto,2,не похоже на глагол
poumira,2,не похоже на глагол
zrelo,2,не похоже на глагол
svagda,2,не похоже на глагол
vali,2,не похоже на глагол
otmeno,2,не похоже на глагол
navrat-nanos,2,не похоже на глагол
redom,2,не похоже на глагол
nadoh,2,не похоже на глагол
zauvar,2,не похоже на глагол
vred,2,не похоже на глагол
šuvek,2,не похоже на глагол
dal,2,не похоже на глагол
plemenito,2,не похоже на глагол
zahtevno,2,не похоже на глагол
jeneuverljivo,2,не похоже на глагол
kas,2,не похоже на глагол
č1to,2,не похоже на глагол
centlmenski,2,не похоже на глагол
maksimalno,2,не похоже на глагол
kišni,2,не похоже на глагол
fikus,2,не похоже на глагол
nenadano,2,не похоже на глагол
generalno,2,не похоже на глагол
štatod,2,не похоже на глагол
predstavljado,2,не похоже на глагол
otresito,2,не похоже на глагол
okej,2,не похоже на глагол
detos,2,не похоже на глагол
hipotetički,2,не похоже на глагол
manjeviše,2,не похоже на глагол
živopisno,2,не похоже на глагол
rutinski,2,не похоже на глагол
menm,2,не похоже на глагол
ludački,2,не похоже на глагол
druželjubivo,2,не похоже на глагол
posmrtno,2,не похоже на глагол
zaj,2,не похоже на глагол
strogs,2,не похоже на глагол
brežnjev,2,не похоже на глагол
servilno,2,не похоже на глагол
licemerno,2,не похоже на глагол
naš,2,не похоже на глагол
fiktivno,2,не похоже на глагол
nezgrapno,2,не похоже на глагол
novinski,2,не похоже на глагол
jak,2,не похоже на глагол
suzdržano,2,не похоже на глагол
razmislo,2,не похоже на глагол
retroaktivno,2,не похоже на глагол
botko,2,не похоже на глагол
cinično,2,не похоже на глагол
bezočno,2,не похоже на глагол
nostepeno,2,не похоже на глагол
utilitarno,2,не похоже на глагол
neefikasno,2,не похоже на глагол
mdako,2,не похоже на глагол
haotično,2,не похоже на глагол
pogubno,2,не похоже на глагол
manje-više,2,не похоже на глагол
anonimno,2,не похоже на глагол
vepo,2,не похоже на глагол
fatalno,2,не похоже на глагол
milostivo,2,не похоже на глагол
vrdo,2,не похоже на глагол
podnošljivo,2,не похоже на глагол
teoretski,2,не похоже на глагол
iznervirano,2,не похоже на глагол
patetično,2,не похоже на глагол
božanski,2,не похоже на глагол
korektno,2,не похоже на глагол
uštogljeno,2,не похоже на глагол
meleško,2,не похоже на глагол
daneko,2,не похоже на глагол
reprezentativno,2,не похоже на глагол
nemoralno,2,не похоже на глагол
taktično,2,не похоже на глагол
baljda,2,не похоже на глагол
apstraktno,2,не похоже на глагол
bogohulno,2,не похоже на глагол
provokativno,2,не похоже на глагол
gledno,2,не похоже на глагол
ao,2,не похоже на глагол
uzastopno,2,не похоже на глагол
mapo,2,не похоже на глагол
eamo,2,не похоже на глагол
bočno,2,не похоже на глагол
iziutra,2,не похоже на глагол
toio,2,не похоже на глагол
isprekidano,2,не похоже на глагол
itak,2,не похоже на глагол
resko,2,не похоже на глагол
razgrtoh,2,не похоже на глагол
li,2,не похоже на глагол
ni,2,не похоже на глагол
emoj,2,не похоже на глагол
dsfi,2,не похоже на глагол
zgranuto,2,не похоже на глагол
izbezuml,2,не похоже на глагол
uoište,2,не похоже на глагол
ukrasgi,2,не похоже на глагол
neo,2,не похоже на глагол
erotski,2,не похоже на глагол
izbrojatd,2,не похоже на глагол
oslobsfeno,2,не похоже на глагол
jtu,2,не похоже на глагол
mešeno,2,не похоже на глагол
uštalo,2,не похоже на глагол
pijući'ja,2,не похоже на глагол
uslut,2,не похоже на глагол
nastrano,2,не похоже на глагол
ovamo7,2,не похоже на глагол
grunuši,2,не похоже на глагол
ozdo,2,не похоже на глагол
oporo,2,не похоже на глагол
usred-sređeno,2,не похоже на глагол
dva-puta,2,не похоже на глагол
obuski,2,не похоже на глагол
poiovo,2,не похоже на глагол
palad,2,не похоже на глагол
uvežbano,2,не похоже на глагол
uirkos,2,не похоже на глагол
uitala,2,не похоже на глагол
oit,2,не похоже на глагол
kristalno,2,не похоже на глагол
mix,2,не похоже на глагол
kuvatii,2,не похоже на глагол
niljt,2,не похоже на глагол
sprva,2,не похоже на глагол
svomoću,2,не похоже на глагол
ziam,2,не похоже на глагол
fetver,2,не похоже на глагол
sunčaii,2,не похоже на глагол
upapred,2,не похоже на глагол
prečač,2,не похоже на глагол
vodeno,2,не похоже на глагол
zčak,2,не похоже на глагол
btkud,2,не похоже на глагол
ses,2,не похоже на глагол
turobno,2,не похоже на глагол
nadmoćno,2,не похоже на глагол
krdžalo,2,не похоже на глагол
pomija,2,не похоже на глагол
gasli,2,не похоже на глагол
mio,2,не похоже на глагол
odvrnuto,2,не похоже на глагол
guberno,2,не похоже на глагол
pavka,2,не похоже на глагол
dronjo,2,не похоже на глагол
podesno,2,не похоже на глагол
dogod,2,не похоже на глагол
izvijen,2,не похоже на глагол
hrapavo,2,не похоже на глагол
žilavo,2,не похоже на глагол
bledunjavo,2,не похоже на глагол
prisluškivaln,2,не похоже на глагол
detinjski,2,не похоже на глагол
fakat,2,не похоже на глагол
kapriciozno,2,не похоже на глагол
brkajlo,2,не похоже на глагол
strvina,2,не похоже на глагол
brašno,2,не похоже на глагол
pred,2,не похоже на глагол
raznovrsno,2,не похоже на глагол
obrečan,2,не похоже на глагол
sito,2,не похоже на глагол
izdašno,2,не похоже на глагол
instinktivno,2,не похоже на глагол
tlov,2,не похоже на глагол
bimoglo,2,не похоже на глагол
đes,2,не похоже на глагол
bogda,2,не похоже на глагол
ukorak,2,не похоже на глагол
kontrarevolucionarno,2,не похоже на глагол
herojski,2,не похоже на глагол
šli,2,не похоже на глагол
politruk,2,не похоже на глагол
prljas,2,не похоже на глагол
taptalo,2,не похоже на глагол
razorno,2,не похоже на глагол
frontalno,2,не похоже на глагол
čekist,2,не похоже на глагол
jednodušno,2,не похоже на глагол
zarazno,2,не похоже на глагол
lakoverno,2,не похоже на глагол
okorelo,2,не похоже на глагол
ćelavko,2,не похоже на глагол
danas-sutra,2,не похоже на глагол
vaško,2,не похоже на глагол
misao,2,не похоже на глагол
stabilno,2,не похоже на глагол
protivzakonito,2,не похоже на глагол
poto,2,не похоже на глагол
vej,2,не похоже на глагол
nezado-voljno,2,не похоже на глагол
đavr,2,не похоже на глагол
unaokopo,2,не похоже на глагол
demonstrativno,2,не похоже на глагол
tabelarno,2,не похоже на глагол
izveštačeno,2,не похоже на глагол
tik,2,не похоже на глагол
intenzivno,2,не похоже на глагол
imovno,2,не похоже на глагол
antireligiozno,2,не похоже на глагол
bratski,2,не похоже на глагол
idejno,2,не похоже на глагол
pritisao,2,не похоже на глагол
našta,2,не похоже на глагол
individualno,2,не похоже на глагол
neizveštačeno,2,не похоже на глагол
dečački,2,не похоже на глагол
idealno,2,не похоже на глагол
despotski,2,не похоже на глагол
tumbe,2,не похоже на глагол
drugarski,2,не похоже на глагол
nepismeno,2,не похоже на глагол
novo,2,не похоже на глагол
žedno,2,не похоже на глагол
junački,2,не похоже на глагол
komša,2,не похоже на глагол
neja,2,не похоже на глагол
mrtvački,2,не похоже на глагол
klonilo,2,не похоже на глагол
šareno,2,не похоже на глагол
svojedobno,2,не похоже на глагол
lakonski,2,не похоже на глагол
satirično,2,не похоже на глагол
neprikladno,2,не похоже на глагол
prokurator,2,не похоже на глагол
vraški,2,не похоже на глагол
poduže,2,не похоже на глагол
malodušno,2,не похоже на глагол
unjkavo,2,не похоже на глагол
odmereno,2,не похоже на глагол
judejski,2,не похоже на глагол
inkognito,2,не похоже на глагол
smušeno,2,не похоже на глагол
platežno,2,не похоже на глагол
kratkovido,2,не похоже на глагол
plameno,2,не похоже на глагол
malaksalo,2,не похоже на глагол
neurašteno,2,не похоже на глагол
sigirno,2,не похоже на глагол
pronicljivo,2,не похоже на глагол
inako,2,не похоже на глагол
hteo-ne,2,не похоже на глагол
neodložno,2,не похоже на глагол
slatkorečivo,2,не похоже на глагол
prevashodno,2,не похоже на глагол
telefonski,2,не похоже на глагол
riđ,2,не похоже на глагол
interesantno,2,не похоже на глагол
bebasto,2,не похоже на глагол
pomodno,2,не похоже на глагол
avaj,2,не похоже на глагол
bezvučno,2,не похоже на глагол
ugljevnje,2,не похоже на глагол
čudesno,2,не похоже на глагол
bolećivo,2,не похоже на глагол
horizontalno,2,не похоже на глагол
osećajno,2,не похоже на глагол
prekorno-ljubazno,2,не похоже на глагол
ala,2,не похоже на глагол
gluv,2,не похоже на глагол
žućkasto,2,не похоже на глагол
građanko,2,не похоже на глагол
bifedžiji,2,не похоже на глагол
pokroviteljski,2,не похоже на глагол
sabajle,2,не похоже на глагол
zaljubljeno,2,не похоже на глагол
prekasno,2,не похоже на глагол
blagoglagoljivo,2,не похоже на глагол
divlje,2,не похоже на глагол
cviker,2,не похоже на глагол
plačno,2,не похоже на глагол
čežnutljivo,2,не похоже на глагол
plastrin,2,не похоже на глагол
mikroskopski,2,не похоже на глагол
pobliže,2,не похоже на глагол
zamahnu,2,не похоже на глагол
stostruko,2,не похоже на глагол
došapi,2,не похоже на глагол
čudovišno,2,не похоже на глагол
izvrsno,2,не похоже на глагол
pos,2,не похоже на глагол
mangupski,2,не похоже на глагол
zavodljivo,2,не похоже на глагол
neobrijano,2,не похоже на глагол
pokisao,2,не похоже на глагол
banga,2,не похоже на глагол
terasasto,2,не похоже на глагол
prenadahnuto,2,не похоже на глагол
uznevereno,2,не похоже на глагол
natprirodno,2,не похоже на глагол
pakleno,2,не похоже на глагол
telegrafski,2,не похоже на глагол
vrteški,2,не похоже на глагол
momentalno,2,не похоже на глагол
prevarantski,2,не похоже на глагол
dugajlo,2,не похоже на глагол
papreno,2,не похоже на глагол
zlokobno,2,не похоже на глагол
mešir,2,не похоже на глагол
samrtno,2,не похоже на глагол
poverov,2,не похоже на глагол
inak,2,не похоже на глагол
paćenički,2,не похоже на глагол
potnuno,2,не похоже на глагол
dodatno,2,не похоже на глагол
namršteno,2,не похоже на глагол
sužnik,2,не похоже на глагол
suice,2,не похоже на глагол
унедоглед,2,не похоже на глагол
улепшавати,2,не похоже на глагол
хркати,2,не похоже на глагол
поврвјети,2,не похоже на глагол
распродати,2,не похоже на глагол
будзашто,2,не похоже на глагол
атлетски,2,не похоже на глагол
физички,2,не похоже на глагол
раскрупњати,2,не похоже на глагол
затребати,2,не похоже на глагол
растезати,2,не похоже на глагол
икако,2,не похоже на глагол
колико-толико,2,не похоже на глагол
ограђивати,2,не похоже на глагол
угонити,2,не похоже на глагол
упоредивати,2,не похоже на глагол
снижавати,2,не похоже на глагол
закинути,2,не похоже на глагол
неразумљив,2,не похоже на глагол
дојавити,2,не похоже на глагол
неограничено,2,не похоже на глагол
срубити,2,не похоже на глагол
доксати,2,не похоже на глагол
уковрчити,2,не похоже на глагол
калиграфски,2,не похоже на глагол
поистовећивати,2,не похоже на глагол
поистоветити,2,не похоже на глагол
продрмати,2,не похоже на глагол
разрађивати,2,не похоже на глагол
душевно,2,не похоже на глагол
оронути,2,не похоже на глагол
поврвити,2,не похоже на глагол
негдје,2,не похоже на глагол
unedogled,2,не похоже на глагол
budzašto,2,не похоже на глагол
atletski,2,не похоже на глагол
ikako,2,не похоже на глагол
neograničeno,2,не похоже на глагол
kaligrafski,2,не похоже на глагол
избичевати,2,не похоже на глагол
одрати,2,не похоже на глагол
отрти,2,не похоже на глагол
одгајити,2,не похоже на глагол
побелети,2,не похоже на глагол
зацврчати,2,не похоже на глагол
безразложно,2,не похоже на глагол
оздрављати,2,не похоже на глагол
оболети,2,не похоже на глагол
загладити,2,не похоже на глагол
најављивати,2,не похоже на глагол
запишати,2,не похоже на глагол
повукосити,2,не похоже на глагол
изјахивати,2,не похоже на глагол
оверити,2,не похоже на глагол
подмладити,2,не похоже на глагол
омивати,2,не похоже на глагол
напукати,2,не похоже на глагол
прогорити,2,не похоже на глагол
натрашке,2,не похоже на глагол
задисати,2,не похоже на глагол
одвикнути,2,не похоже на глагол
посуврати,2,не похоже на глагол
суновраћивати,2,не похоже на глагол
ускраћивати,2,не похоже на глагол
изуједати,2,не похоже на глагол
пошкропити,2,не похоже на глагол
засукати,2,не похоже на глагол
расрдити,2,не похоже на глагол
прогорети,2,не похоже на глагол
оспособити,2,не похоже на глагол
тумарнути,2,не похоже на глагол
прокључати,2,не похоже на глагол
појебати,2,не похоже на глагол
прибележити,2,не похоже на глагол
зачети,2,не похоже на глагол
огладнети,2,не похоже на глагол
заказивати,2,не похоже на глагол
погињати,2,не похоже на глагол
ћаскати,2,не похоже на глагол
рекосмити,2,не похоже на глагол
равномерно,2,не похоже на глагол
подесити,2,не похоже на глагол
зачињати,2,не похоже на глагол
тропанас,2,не похоже на глагол
увезати,2,не похоже на глагол
пресадити,2,не похоже на глагол
глодати,2,не похоже на глагол
продужавати,2,не похоже на глагол
одлагати,2,не похоже на глагол
залемити,2,не похоже на глагол
забезекнуто,2,не похоже на глагол
насумце,2,не похоже на глагол
мјаукати,2,не похоже на глагол
мајати,2,не похоже на глагол
увртати,2,не похоже на глагол
спознати,2,не похоже на глагол
оскрнавити,2,не похоже на глагол
пипнути,2,не похоже на глагол
церекати,2,не похоже на глагол
пристављати,2,не похоже на глагол
кућити,2,не похоже на глагол
презати,2,не похоже на глагол
распремати,2,не похоже на глагол
отплаћивати,2,не похоже на глагол
посто,2,не похоже на глагол
кројити,2,не похоже на глагол
опкладити,2,не похоже на глагол
уквасити,2,не похоже на глагол
шикнути,2,не похоже на глагол
позлати,2,не похоже на глагол
размахати,2,не похоже на глагол
компромитовати,2,не похоже на глагол
отпадати,2,не похоже на глагол
привијати,2,не похоже на глагол
праснути,2,не похоже на глагол
шмркати,2,не похоже на глагол
предалеко,2,не похоже на глагол
дахнути,2,не похоже на глагол
уоквиривати,2,не похоже на глагол
згуснути,2,не похоже на глагол
опчинити,2,не похоже на глагол
отпасати,2,не похоже на глагол
искос,2,не похоже на глагол
расцепити,2,не похоже на глагол
укруг,2,не похоже на глагол
црно,2,не похоже на глагол
бос,2,не похоже на глагол
окидати,2,не похоже на глагол
расплинути,2,не похоже на глагол
прибегавати,2,не похоже на глагол
увребати,2,не похоже на глагол
заронити,2,не похоже на глагол
закољити,2,не похоже на глагол
намамити,2,не похоже на глагол
рачвати,2,не похоже на глагол
сачинити,2,не похоже на глагол
волетати,2,не похоже на глагол
умудрити,2,не похоже на глагол
опојавати,2,не похоже на глагол
клепати,2,не похоже на глагол
зазидати,2,не похоже на глагол
замочити,2,не похоже на глагол
угибати,2,не похоже на глагол
говоркати,2,не похоже на глагол
одости,2,не похоже на глагол
препричати,2,не похоже на глагол
појасити,2,не похоже на глагол
ујахати,2,не похоже на глагол
оцењивати,2,не похоже на глагол
кравити,2,не похоже на глагол
цвркнути,2,не похоже на глагол
bezrazložno,2,не похоже на глагол
natraške,2,не похоже на глагол
tropanas,2,не похоже на глагол
zabezeknuto,2,не похоже на глагол
posto,2,не похоже на глагол
predaleko,2,не похоже на глагол
iskos,2,не похоже на глагол
crno,2,не похоже на глагол
bos,2,не похоже на глагол
подровати,2,не похоже на глагол
имало,2,не похоже на глагол
магарчити,2,не похоже на глагол
подгуркивати,2,не похоже на глагол
засукивати,2,не похоже на глагол
подузети,2,не похоже на глагол
отхукивати,2,не похоже на глагол
тјерати,2,не похоже на глагол
нехотицати,2,не похоже на глагол
растварати,2,не похоже на глагол
ријетко,2,не похоже на глагол
накрај,2,не похоже на глагол
нихати,2,не похоже на глагол
борати,2,не похоже на глагол
пристићи,2,не похоже на глагол
изгорјети,2,не похоже на глагол
мукло,2,не похоже на глагол
врискати,2,не похоже на глагол
rijetko,2,не похоже на глагол
muklo,2,не похоже на глагол
ваздан,2,не похоже на глагол
осилити,2,не похоже на глагол
тали,2,не похоже на глагол
набушити,2,не похоже на глагол
поклати,2,не похоже на глагол
несташно,2,не похоже на глагол
одомаћити,2,не похоже на глагол
водати,2,не похоже на глагол
каменитати,2,не похоже на глагол
издовољити,2,не похоже на глагол
животарити,2,не похоже на глагол
замрзити,2,не похоже на глагол
црвенети,2,не похоже на глагол
помирљиво,2,не похоже на глагол
јуначити,2,не похоже на глагол
путем,2,не похоже на глагол
потирати,2,не похоже на глагол
наругати,2,не похоже на глагол
поотварати,2,не похоже на глагол
провирити,2,не похоже на глагол
огорчавати,2,не похоже на глагол
смрскати,2,не похоже на глагол
стући,2,не похоже на глагол
tali,2,не похоже на глагол
svugde,2,не похоже на глагол
ovila,2,не похоже на глагол
сходно,2,не похоже на глагол
сиротовати,2,не похоже на глагол
крвити,2,не похоже на глагол
похашити,2,не похоже на глагол
малопомало,2,не похоже на глагол
несразмерно,2,не похоже на глагол
испаравати,2,не похоже на глагол
узаврети,2,не похоже на глагол
неупадљиво,2,не похоже на глагол
једнострано,2,не похоже на глагол
безгранично,2,не похоже на глагол
безглаво,2,не похоже на глагол
убрисати,2,не похоже на глагол
уздржљиво,2,не похоже на глагол
прокишњавати,2,не похоже на глагол
задивљавати,2,не похоже на глагол
неусиљено,2,не похоже на глагол
надвисити,2,не похоже на глагол
разагнати,2,не похоже на глагол
величати,2,не похоже на глагол
уопштавати,2,не похоже на глагол
опслуживати,2,не похоже на глагол
закупљивати,2,не похоже на глагол
штешњавати,2,не похоже на глагол
затрчати,2,не похоже на глагол
пустошити,2,не похоже на глагол
нуткати,2,не похоже на глагол
просветити,2,не похоже на глагол
клеветати,2,не похоже на глагол
зближавати,2,не похоже на глагол
будно,2,не похоже на глагол
набусити,2,не похоже на глагол
опходити,2,не похоже на глагол
привирити,2,не похоже на глагол
педантно,2,не похоже на глагол
заситити,2,не похоже на глагол
летос,2,не похоже на глагол
узајмити,2,не похоже на глагол
истраживати,2,не похоже на глагол
одсутно,2,не похоже на глагол
смрвити,2,не похоже на глагол
избављати,2,не похоже на глагол
преобући,2,не похоже на глагол
лупнути,2,не похоже на глагол
послеподне,2,не похоже на глагол
истутњети,2,не похоже на глагол
преслишавати,2,не похоже на глагол
алакати,2,не похоже на глагол
застарети,2,не похоже на глагол
превити,2,не похоже на глагол
дарежљиво,2,не похоже на глагол
упропасћи,2,не похоже на глагол
изједати,2,не похоже на глагол
прокрадати,2,не похоже на глагол
самовољно,2,не похоже на глагол
поражавати,2,не похоже на глагол
домамити,2,не похоже на глагол
дотући,2,не похоже на глагол
заскакивати,2,не похоже на глагол
ублажавати,2,не похоже на глагол
завијорити,2,не похоже на глагол
чиктати,2,не похоже на глагол
подвикнути,2,не похоже на глагол
различно,2,не похоже на глагол
лабаво,2,не похоже на глагол
противречити,2,не похоже на глагол
поклекнути,2,не похоже на глагол
надомештати,2,не похоже на глагол
нехотично,2,не похоже на глагол
туркивати,2,не похоже на глагол
подметати,2,не похоже на глагол
огорети,2,не похоже на глагол
искупљивати,2,не похоже на глагол
ревносно,2,не похоже на глагол
невиђено,2,не похоже на глагол
прекупљивати,2,не похоже на глагол
наточити,2,не похоже на глагол
устрашити,2,не похоже на глагол
malopomalo,2,не похоже на глагол
nesrazmerno,2,не похоже на глагол
neupadljivo,2,не похоже на глагол
jednostrano,2,не похоже на глагол
bezgranično,2,не похоже на глагол
neusiljeno,2,не похоже на глагол
budno,2,не похоже на глагол
poslepodne,2,не похоже на глагол
darežljivo,2,не похоже на глагол
različno,2,не похоже на глагол
labavo,2,не похоже на глагол
