infinitive_latin,frequency
odseći,26
razdeliti,26
crveneti,26
svideti,25
sprečavati,25
stegnuti,25
bližiti,25
oklevati,25
nasmešiti,25
tresnuti,25
živnuti,25
prihvatati,25
pljuvati,25
okusiti,25
iskazati,25
svetleti,25
zalaziti,25
raspaliti,25
objavljivati,25
olakšati,25
obuzimati,25
obnavljati,25
raspasti,25
žrtvovati,25
izvaliti,25
prisluškivati,25
štedeti,25
unijeti,25
istupiti,25
prepričavati,25
ustupiti,25
naoružati,25
postrojiti,25
zaljuljati,25
gaditi,25
kriknuti,25
iščekivati,25
sagledati,25
proleteti,25
prezirati,25
pomilovati,25
gađati,25
pipati,25
besneti,25
ogorčiti,25
zaslužiti,25
snebivati,25
ostareti,25
razbesneti,25
osvanuti,24
pretresati,24
pritiskivati,24
preseliti,24
ščepati,24
izvoljeti,24
uslediti,24
prinuditi,24
tragati,24
privesti,24
prsnuti,24
spojiti,24
uključiti,24
uloviti,24
obožavati,24
štititi,24
dokopati,24
nameniti,24
polomiti,24
doleteti,24
podsetiti,24
izbezumiti,24
tumačiti,24
češljati,24
cepati,24
umakati,24
svitati,24
zidati,24
prikrivati,24
kočiti,24
naložiti,24
ujedati,24
ozdraviti,24
razumevati,24
obuhvatati,24
optužiti,24
zaječati,24
osnovati,23
buknuti,23
pozajmiti,23
prenoćiti,23
planuti,23
ojačati,23
otrgnuti,23
projuriti,23
urezati,23
pohvaliti,23
kikotati,23
tugovati,23
ispuštati,23
bleštati,23
mirovati,23
nakašljati,23
ljuljati,23
uskliknuti,23
proglasiti,23
prisiliti,23
uzdati,23
pobrkati,23
opljačkati,23
iščezavati,23
provlačiti,23
pucketati,23
svađati,23
žvakati,23
zaudarati,23
nahraniti,23
zagrejati,23
dostaviti,23
izneveriti,23
odložiti,23
zapustiti,23
razaznati,23
kršiti,23
zamirisati,23
uručiti,23
dojaditi,23
opipati,22
ubrzati,22
pokoriti,22
ugušiti,22
presvući,22
pregaziti,22
zapahnuti,22
zapeti,22
kladiti,22
pomešati,22
doprijeti,22
zvučati,22
pocepati,22
proveravati,22
zavrteti,22
sastati,22
zadremati,22
odnijeti,22
povrediti,22
iskeziti,22
prekrivati,22
obnoviti,22
šuštati,22
dejstvovati,22
zarađivati,22
obrazovati,22
pretpostavljati,22
odupreti,22
sklapati,22
boleti,22
pristupiti,22
ograditi,22
ispisivati,22
upozoravati,22
oporaviti,22
nastupati,22
razbacati,22
prepirati,22
razneti,22
najesti,22
sustizati,22
promukati,22
sklanjati,22
opremiti,22
promašiti,22
odvijati,22
utopiti,22
poslovati,21
nervirati,21
potonuti,21
iščupati,21
veseliti,21
štampati,21
nameštati,21
sagnuti,21
strčati,21
navlačiti,21
uspostaviti,21
latiti,21
sazdati,21
nagrnuti,21
izmiriti,21
odskočiti,21
zavideti,21
spasavati,21
hoditi,21
opiti,21
prethoditi,21
zasluživati,21
uzdržavati,21
oštetiti,21
jamčiti,21
pravdati,21
lepršati,21
zakasniti,21
podržavati,21
nagledati,21
vežbati,21
ložiti,21
sleteti,21
primorati,21
izmešati,21
zajecati,21
ustanoviti,21
motriti,21
povinovati,21
brijati,20
prisloniti,20
šmugnuti,20
čučati,20
parati,20
obavljati,20
otarasiti,20
ređati,20
preduzimati,20
sušiti,20
uložiti,20
odobriti,20
nabiti,20
rastaviti,20
namazati,20
zabavljati,20
pojačati,20
udisati,20
sevati,20
otkucavati,20
dimiti,20
pozlatiti,20
povećavati,20
zaostajati,20
doručkovati,20
rasterati,20
ispitati,20
puziti,20
poštedeti,20
poricati,20
zbivati,20
oslanjati,20
odvoditi,20
svetliti,20
pomreti,20
usnuti,20
srditi,20
iskusiti,20
zarobiti,20
sisati,20
podražavati,20
krenušiti,20
ispeti,20
smrkavati,20
prigušiti,20
raspoređivati,20
nizati,20
odrasti,20
izjasniti,20
mesiti,20
nagađati,20
strepiti,20
primaći,20
proliti,20
prepasti,20
ugristi,20
proviriti,20
nabavljati,20
svedočiti,19
pridići,19
blesnuti,19
prevaliti,19
frktati,19
obezbediti,19
ozariti,19
isprati,19
raspolagati,19
trzati,19
poticati,19
klečati,19
sročiti,19
izmicati,19
češati,19
mudrovati,19
podržati,19
užasnuti,19
cediti,19
osvajati,19
dodeliti,19
popuštati,19
sprijateljiti,19
upustiti,19
gajiti,19
tužiti,19
prilepiti,19
prikriti,19
iznajmiti,19
zasvirati,19
zavesti,19
žvatati,19
uvijati,19
zamarati,19
promisliti,19
stiditi,19
zgledati,19
ostvarivati,19
sjahati,19
zamrsiti,19
poređati,19
zasesti,19
snositi,19
darivati,19
izvijati,19
ukopati,19
preklati,19
uzleteti,19
oploditi,19
uplesti,19
manuti,19
nastradati,19
upisivati,19
podvući,19
istržati,19
založiti,18
trknuti,18
oriti,18
ošamutiti,18
likvidirati,18
preostati,18
zaviti,18
obreti,18
obasjavati,18
kotrljati,18
potisnuti,18
ostariti,18
sliti,18
petljati,18
narušiti,18
nakupiti,18
motati,18
ograničiti,18
postupiti,18
trovati,18
predvidjeti,18
utišati,18
ozlojediti,18
pritajiti,18
iscediti,18
poskočiti,18
opasti,18
ocrtavati,18
ječati,18
odnesti,18
preobraziti,18
sazrevati,18
tapšati,18
izjavljivati,18
spasiti,18
udriti,18
metnuti,18
prelistavati,18
klonuti,18
zanoćiti,18
zapasti,18
zakopati,18
miriti,18
sažaliti,18
strepeti,18
zaboleti,18
pohvatati,18
izvrnuti,18
razočarati,18
osuđivati,18
sricati,18
razoriti,18
pohapsiti,18
zažaliti,18
uvezati,18
razoružati,18
odrubiti,18
obrijati,17
ulivati,17
otisnuti,17
spopasti,17
odazivati,17
navirati,17
okovati,17
iskakati,17
strpiti,17
otresati,17
zdipiti,17
zadati,17
jurišati,17
mazati,17
prispeti,17
ridati,17
zinuti,17
proceniti,17
nataknuti,17
prikupiti,17
ohladiti,17
posećivati,17
znojiti,17
zamreti,17
proslaviti,17
osmotriti,17
poželjeti,17
upozoriti,17
izbledeti,17
oslušnuti,17
prohteti,17
otpasti,17
popuniti,17
obrukati,17
garantovati,17
naprezati,17
namigivati,17
razliti,17
recitovati,17
kukati,17
umuknuti,17
poseći,17
lepiti,17
ukrcati,17
zaobići,17
prepisivati,17
zaposliti,17
brati,17
rugati,17
pretrčati,17
poremetiti,17
proklinjati,17
vrzmati,17
uspavljivati,17
obazreti,17
vrištati,17
nagnati,17
premoriti,17
nicati,17
izmišljati,17
pripretiti,17
prikovati,17
izostati,17
blagosloviti,17
opusteti,17
projahati,17
zatočiti,17
izmenjati,17
prositi,17
naslediti,17
zaglušiti,17
pokositi,17
sagati,17
priznaditi,17
grešiti,17
tiskati,17
pripiti,17
nakostrešiti,17
saznavati,17
susretati,16
podariti,16
upotrebljavati,16
isturiti,16
iskrsavati,16
ovladati,16
izbrojati,16
umivati,16
uozbiljiti,16
uvoditi,16
grčiti,16
negodovati,16
dozvoljavati,16
sleći,16
izuti,16
mlatarati,16
ohrabriti,16
upuštati,16
faliti,16
izbrisati,16
glasati,16
skuvati,16
snalaziti,16
prileći,16
okliznuti,16
klimati,16
pomisati,16
ubrzavati,16
potegnuti,16
prikačiti,16
preprečiti,16
rasparati,16
umiti,16
zasipati,16
metati,16
koraknuti,16
zarasti,16
pobijati,16
pjevati,16
posedati,16
podmititi,16
zamutiti,16
odupirati,16
opominjati,16
zgrčiti,16
izmaći,16
kajati,16
svlačiti,16
izdahnuti,16
izbegnuti,16
primačiti,16
pridizati,16
postizati,16
plećati,16
opirati,16
fotografisati,16
zarastati,16
rasplakati,16
rasporediti,16
uništavati,16
prostreti,16
razleteti,16
rastrgnuti,16
uteći,16
postadošiti,16
razlupati,16
osedeti,16
jurcati,16
odmacati,16
podbadati,16
lupnuti,16
ometati,15
odmaći,15
odahnuti,15
venčati,15
buncati,15
skliznuti,15
raspadati,15
izručiti,15
priličiti,15
otključati,15
odoleti,15
mutiti,15
insistirati,15
predahnuti,15
zavirivati,15
presecati,15
usredsrediti,15
odletjeti,15
podsticati,15
kuckati,15
svesti,15
zaškripati,15
smanjiti,15
oslabiti,15
udaviti,15
razveseliti,15
prskati,15
strugati,15
