base_verb,prefixed_verb,prefix,cos_global_own_fasttext,cos_prefix_own_fasttext,cos_global_own_word2vec_lemmas,cos_prefix_own_word2vec_lemmas,cos_global_own_fasttext_lemmas,cos_prefix_own_fasttext_lemmas,word2vec_minus_fasttext_global_cos,word2vec_minus_fasttext_prefix_cos,fasttext_lemmas_minus_fasttext_global_cos,fasttext_lemmas_minus_fasttext_prefix_cos,fasttext_lemmas_minus_word2vec_lemmas_global_cos,fasttext_lemmas_minus_word2vec_lemmas_prefix_cos
ići,izići,iz,0.9010961055755616,0.9305975437164308,0.8977054953575134,0.8851094245910645,0.9756571650505066,0.9642802476882936,-0.0033906102180482067,-0.04548811912536632,0.07456105947494496,0.03368270397186279,0.07795166969299316,0.07917082309722911
ići,naići,na,0.8241519927978516,0.8753844499588013,0.951209545135498,0.9408025741577148,0.9877002239227296,0.9598433971405028,0.12705755233764648,0.06541812419891357,0.16354823112487804,0.08445894718170155,0.036490678787231556,0.019040822982787975
ići,razići,raz,0.8908893465995789,0.9297709465026855,0.9931154251098632,0.9788255095481871,0.9719626903533936,0.9826292395591736,0.10222607851028431,0.0490545630455016,0.0810733437538147,0.05285829305648804,-0.021152734756469616,0.003803730010986439
ići,obići,ob,0.726408839225769,0.9004456400871277,0.9776586294174194,0.9835264086723328,0.9693007469177246,0.9631853699684144,0.2512497901916504,0.08308076858520508,0.24289190769195557,0.06273972988128673,-0.008357882499694824,-0.020341038703918346
ići,podići,pod,0.7450278997421265,0.8921911716461182,0.9595255255699158,0.95098078250885,0.9794160723686218,0.9548349976539612,0.2144976258277893,0.05878961086273182,0.23438817262649536,0.06264382600784302,0.019890546798706055,0.003854215145111195
živeti,oživeti,o,0.901037335395813,0.9357981085777284,0.9785512089729308,0.99405175447464,0.9904702305793762,0.9724364876747132,0.07751387357711781,0.05825364589691162,0.08943289518356323,0.03663837909698486,0.011919021606445424,-0.021615266799926758
živeti,poživeti,po,0.9600747227668762,0.9483145475387572,0.9959865212440492,0.996263325214386,0.9925666451454164,0.9837208986282348,0.03591179847717296,0.04794877767562877,0.03249192237854015,0.03540635108947754,-0.0034198760986328125,-0.012542426586151234
znati,doznati,do,0.8703169226646423,0.912268877029419,0.9748923778533936,0.9741938710212708,0.995295226573944,0.9910956621170044,0.10457545518875122,0.06192499399185181,0.12497830390930165,0.07882678508758545,0.020402848720550426,0.016901791095733643
znati,priznati,pri,0.8041401505470276,0.8547167778015137,0.926020622253418,0.9033299088478088,0.9818539023399352,0.9786189794540404,0.12188047170639038,0.048613131046295166,0.1777137517929076,0.12390220165252674,0.05583328008651722,0.07528907060623158
znati,saznati,sa,0.8345481753349304,0.7879322171211243,0.9323952198028564,0.8556445240974426,0.9776627421379088,0.945866882801056,0.09784704446792603,0.06771230697631836,0.1431145668029784,0.15793466567993175,0.04526752233505238,0.09022235870361339
činiti,načiniti,na,0.9042539000511168,0.9326107501983644,0.9522639513015748,0.9490063786506652,0.9918405413627625,0.9850577116012572,0.048010051250457986,0.016395628452300803,0.08758664131164562,0.052446961402892844,0.03957659006118763,0.03605133295059204
činiti,učiniti,u,0.880128026008606,0.8537667989730835,0.9147344827651978,0.9335683584213256,0.9847131967544556,0.9852638244628906,0.0346064567565918,0.07980155944824208,0.10458517074584961,0.13149702548980713,0.06997871398925781,0.05169546604156505
činiti,začiniti,za,0.8379514813423157,0.9125077724456788,0.9796393513679504,0.989346981048584,0.9885708093643188,0.9928240776062012,0.14168787002563477,0.07683920860290516,0.15061932802200317,0.08031630516052235,0.008931457996368408,0.0034770965576171875
činiti,pričiniti,pri,0.8700693249702454,0.8416711091995239,0.9885172247886658,0.9846354126930236,0.994188666343689,0.9948467016220092,0.11844789981842041,0.14296430349349964,0.1241193413734436,0.15317559242248524,0.005671441555023193,0.010211288928985596
